"","year","selling_price","km_driven","fuel","seller_type","transmission","owner"
"3370",2014,450000,30000,"Petrol","Individual","Manual","First Owner"
"3371",2015,200000,50000,"Petrol","Individual","Manual","First Owner"
"3372",2017,425000,42000,"Petrol","Individual","Manual","First Owner"
"3373",2016,400000,30000,"Petrol","Individual","Manual","First Owner"
"3374",2005,150000,15858,"Petrol","Individual","Manual","First Owner"
"3375",2017,310000,15000,"Petrol","Individual","Manual","First Owner"
"3376",2014,500000,50000,"Diesel","Individual","Manual","First Owner"
"3377",2013,200000,60000,"Diesel","Individual","Manual","Second Owner"
"3378",2018,900000,35000,"Diesel","Individual","Manual","First Owner"
"3379",2000,75000,90000,"Diesel","Individual","Manual","Second Owner"
"3380",2015,400000,50000,"Petrol","Individual","Manual","First Owner"
"3381",2015,650000,110000,"Diesel","Individual","Manual","First Owner"
"3382",2015,480000,87847,"Diesel","Dealer","Manual","First Owner"
"3383",2009,140000,35000,"Petrol","Individual","Manual","First Owner"
"3384",2018,550000,5000,"Petrol","Individual","Manual","First Owner"
"3385",2017,380000,29000,"Petrol","Individual","Automatic","First Owner"
"3386",2016,440000,20000,"Diesel","Individual","Manual","First Owner"
"3387",2018,630000,15000,"Petrol","Individual","Manual","First Owner"
"3388",2017,250000,40000,"Petrol","Individual","Manual","First Owner"
"3389",2009,120000,17000,"Petrol","Individual","Manual","First Owner"
"3390",2012,287000,120000,"Diesel","Individual","Manual","First Owner"
"3391",2016,550000,45000,"Petrol","Individual","Manual","First Owner"
"3392",2016,950000,60000,"Diesel","Individual","Manual","Third Owner"
"3393",2019,1630000,25000,"Diesel","Individual","Manual","First Owner"
"3394",2015,501000,80000,"Diesel","Individual","Manual","Second Owner"
"3395",2014,550000,70000,"Diesel","Individual","Manual","First Owner"
"3396",2016,300000,25000,"Petrol","Individual","Manual","First Owner"
"3397",2015,300000,50000,"Petrol","Individual","Manual","Third Owner"
"3398",2012,280000,100000,"Diesel","Individual","Manual","Second Owner"
"3399",2015,416000,40000,"Petrol","Individual","Automatic","First Owner"
"3400",2018,260000,30000,"Petrol","Individual","Manual","First Owner"
"3401",2016,550000,15000,"Petrol","Individual","Manual","First Owner"
"3402",2012,700000,100000,"Diesel","Individual","Manual","Second Owner"
"3403",2011,181000,70000,"Petrol","Individual","Manual","First Owner"
"3404",2009,365000,110000,"Diesel","Individual","Automatic","Second Owner"
"3405",2006,150000,9558,"Petrol","Individual","Manual","First Owner"
"3406",2017,400000,10000,"Petrol","Individual","Automatic","First Owner"
"3407",2010,210000,110000,"Petrol","Individual","Manual","First Owner"
"3408",2013,500000,87000,"Diesel","Individual","Manual","Second Owner"
"3409",2017,2711000,9000,"Diesel","Dealer","Automatic","First Owner"
"3410",2019,5150000,20000,"Petrol","Dealer","Automatic","First Owner"
"3411",2017,3200000,45000,"Diesel","Dealer","Automatic","First Owner"
"3412",2015,503000,110000,"Diesel","Individual","Manual","First Owner"
"3413",2019,3800000,20000,"Diesel","Individual","Automatic","First Owner"
"3414",2016,2000000,68089,"Petrol","Trustmark Dealer","Automatic","First Owner"
"3415",2013,225000,58343,"Petrol","Trustmark Dealer","Manual","First Owner"
"3416",2018,740000,38817,"Diesel","Dealer","Manual","First Owner"
"3417",2016,550000,56494,"Petrol","Trustmark Dealer","Manual","First Owner"
"3418",2013,750000,79328,"Diesel","Trustmark Dealer","Manual","Second Owner"
"3419",2019,650000,5621,"Petrol","Trustmark Dealer","Automatic","First Owner"
"3420",2017,625000,25538,"Petrol","Trustmark Dealer","Manual","First Owner"
"3421",2018,600000,69779,"Petrol","Dealer","Automatic","First Owner"
"3422",2017,450000,56290,"Diesel","Dealer","Manual","First Owner"
"3423",2019,5400000,7500,"Diesel","Dealer","Automatic","First Owner"
"3424",2019,5500000,8500,"Diesel","Dealer","Automatic","First Owner"
"3425",2019,779000,7032,"Petrol","Trustmark Dealer","Automatic","First Owner"
"3426",2016,645000,11000,"Petrol","Dealer","Automatic","First Owner"
"3427",2018,2475000,2000,"Diesel","Dealer","Automatic","First Owner"
"3428",2017,735000,70000,"Diesel","Individual","Manual","First Owner"
"3429",2017,550000,120000,"Petrol","Individual","Manual","First Owner"
"3430",2013,509999,148000,"Diesel","Individual","Manual","First Owner"
"3431",2013,459999,60000,"Diesel","Individual","Manual","Second Owner"
"3432",2015,310000,18000,"Petrol","Individual","Manual","First Owner"
"3433",2018,775000,80000,"Diesel","Individual","Manual","First Owner"
"3434",2004,105000,96000,"Petrol","Individual","Manual","Third Owner"
"3435",2015,430000,97000,"Diesel","Individual","Manual","Second Owner"
"3436",2013,360000,210000,"Diesel","Individual","Manual","Third Owner"
"3437",2012,400000,60000,"Diesel","Individual","Manual","Third Owner"
"3438",2014,600000,90000,"Diesel","Individual","Manual","First Owner"
"3439",2019,580000,35000,"Petrol","Individual","Manual","First Owner"
"3440",2012,140000,120000,"Diesel","Individual","Manual","Second Owner"
"3441",2008,210000,100000,"Diesel","Individual","Manual","First Owner"
"3442",2017,550000,20000,"Petrol","Individual","Manual","First Owner"
"3443",2013,120000,110000,"Petrol","Individual","Manual","Second Owner"
"3444",2013,400000,35000,"Diesel","Individual","Manual","First Owner"
"3445",2018,1035000,15000,"Diesel","Individual","Manual","First Owner"
"3446",2015,625000,90000,"Diesel","Individual","Manual","First Owner"
"3447",2008,200000,40000,"Petrol","Individual","Manual","First Owner"
"3448",2013,316000,140000,"Diesel","Individual","Manual","First Owner"
"3449",2017,813000,110000,"Diesel","Individual","Manual","First Owner"
"3450",2016,1575000,55000,"Diesel","Individual","Automatic","First Owner"
"3451",2013,900000,73000,"Diesel","Individual","Manual","First Owner"
"3452",2015,650000,100000,"Diesel","Individual","Manual","First Owner"
"3453",2015,459999,32000,"Diesel","Individual","Manual","Second Owner"
"3454",2012,290000,112072,"Diesel","Individual","Manual","First Owner"
"3455",2014,400000,30000,"Diesel","Individual","Manual","First Owner"
"3456",2016,565000,70000,"Diesel","Individual","Manual","Second Owner"
"3457",2011,2150000,50000,"Diesel","Individual","Manual","Second Owner"
"3458",2009,150000,80000,"Petrol","Individual","Manual","Second Owner"
"3459",2007,480000,110000,"Diesel","Individual","Automatic","Fourth & Above Owner"
"3460",2007,70000,80000,"Petrol","Individual","Manual","Second Owner"
"3461",2007,70000,80000,"Petrol","Individual","Manual","Second Owner"
"3462",2011,1190000,80000,"Petrol","Individual","Automatic","Second Owner"
"3463",2006,140000,100000,"Petrol","Individual","Manual","Second Owner"
"3464",2018,900000,19000,"Diesel","Individual","Manual","First Owner"
"3465",2015,600000,40000,"Diesel","Individual","Manual","First Owner"
"3466",2015,1100000,52269,"Diesel","Individual","Manual","First Owner"
"3467",2010,120000,170000,"LPG","Individual","Manual","Second Owner"
"3468",2009,120000,140000,"Petrol","Individual","Manual","First Owner"
"3469",2010,120000,170000,"Petrol","Individual","Manual","Second Owner"
"3470",2009,229999,60000,"Petrol","Individual","Manual","Third Owner"
"3471",2017,570000,15780,"Petrol","Individual","Manual","First Owner"
"3472",2014,575000,106000,"Diesel","Individual","Manual","First Owner"
"3473",2012,280000,80000,"Diesel","Individual","Manual","Third Owner"
"3474",2015,580000,74000,"Diesel","Individual","Manual","Second Owner"
"3475",2018,875000,35000,"Diesel","Individual","Manual","Second Owner"
"3476",2013,500000,70000,"Diesel","Individual","Manual","Third Owner"
"3477",2015,700000,60000,"Diesel","Individual","Manual","First Owner"
"3478",2016,388000,50000,"Petrol","Individual","Manual","Second Owner"
"3479",2011,225000,80000,"Petrol","Individual","Manual","Second Owner"
"3480",2011,90000,90000,"Petrol","Individual","Manual","Second Owner"
"3481",2014,600000,114000,"Diesel","Individual","Manual","First Owner"
"3482",2009,235000,100000,"Petrol","Individual","Manual","First Owner"
"3483",2011,350000,100000,"Diesel","Individual","Manual","Second Owner"
"3484",2011,235000,80000,"Petrol","Individual","Manual","Second Owner"
"3485",2010,190000,35000,"Petrol","Individual","Manual","First Owner"
"3486",2011,325000,79000,"Diesel","Individual","Manual","First Owner"
"3487",2007,550000,2360457,"Petrol","Individual","Manual","Second Owner"
"3488",2011,300000,120000,"Diesel","Individual","Manual","Third Owner"
"3489",2017,550000,10000,"Petrol","Individual","Manual","First Owner"
"3490",2013,720000,150000,"Diesel","Individual","Manual","Second Owner"
"3491",2011,110000,110000,"Petrol","Individual","Manual","First Owner"
"3492",2018,310000,10000,"Petrol","Individual","Manual","First Owner"
"3493",2010,150000,70000,"LPG","Individual","Manual","Second Owner"
"3494",2012,260000,46000,"Diesel","Individual","Manual","First Owner"
"3495",2002,55000,120000,"Petrol","Individual","Manual","Fourth & Above Owner"
"3496",2013,450000,108800,"Diesel","Individual","Manual","Third Owner"
"3497",2009,199000,70000,"Petrol","Individual","Manual","Second Owner"
"3498",2018,1000000,35000,"Diesel","Individual","Manual","First Owner"
"3499",2011,240000,72000,"Diesel","Individual","Manual","First Owner"
"3500",2018,350000,40000,"Petrol","Individual","Manual","First Owner"
"3501",2014,530000,120000,"Diesel","Individual","Manual","Third Owner"
"3502",2011,150000,35000,"Petrol","Individual","Manual","First Owner"
"3503",2019,625000,12500,"Petrol","Individual","Manual","First Owner"
"3504",2014,378000,80000,"Petrol","Individual","Manual","First Owner"
"3505",2015,210000,210000,"Petrol","Individual","Manual","Second Owner"
"3506",2018,700000,100000,"Diesel","Individual","Manual","Second Owner"
"3507",2011,156000,110000,"Petrol","Individual","Manual","Second Owner"
"3508",2016,700000,103000,"Diesel","Individual","Manual","First Owner"
"3509",2010,194000,577414,"Petrol","Individual","Manual","Second Owner"
"3510",2006,120000,100000,"Petrol","Individual","Manual","Second Owner"
"3511",2015,415000,45000,"Petrol","Individual","Automatic","First Owner"
"3512",2015,450000,45000,"Petrol","Individual","Automatic","First Owner"
"3513",2014,325000,40000,"Petrol","Individual","Manual","Third Owner"
"3514",2014,525000,200000,"Diesel","Individual","Manual","First Owner"
"3515",2017,265000,100000,"Petrol","Individual","Manual","First Owner"
"3516",2008,100000,120000,"Petrol","Individual","Manual","Second Owner"
"3517",2017,2711000,9000,"Diesel","Dealer","Automatic","First Owner"
"3518",2019,5150000,20000,"Petrol","Dealer","Automatic","First Owner"
"3519",2017,3200000,45000,"Diesel","Dealer","Automatic","First Owner"
"3520",2015,503000,110000,"Diesel","Individual","Manual","First Owner"
"3521",2019,3800000,20000,"Diesel","Individual","Automatic","First Owner"
"3522",2016,2000000,68089,"Petrol","Trustmark Dealer","Automatic","First Owner"
"3523",2013,225000,58343,"Petrol","Trustmark Dealer","Manual","First Owner"
"3524",2018,740000,38817,"Diesel","Dealer","Manual","First Owner"
"3525",2016,550000,56494,"Petrol","Trustmark Dealer","Manual","First Owner"
"3526",2013,750000,79328,"Diesel","Trustmark Dealer","Manual","Second Owner"
"3527",2019,650000,5621,"Petrol","Trustmark Dealer","Automatic","First Owner"
"3528",2017,625000,25538,"Petrol","Trustmark Dealer","Manual","First Owner"
"3529",2018,600000,69779,"Petrol","Dealer","Automatic","First Owner"
"3530",2017,450000,56290,"Diesel","Dealer","Manual","First Owner"
"3531",2019,5400000,7500,"Diesel","Dealer","Automatic","First Owner"
"3532",2019,5500000,8500,"Diesel","Dealer","Automatic","First Owner"
"3533",2019,779000,7032,"Petrol","Trustmark Dealer","Automatic","First Owner"
"3534",2016,645000,11000,"Petrol","Dealer","Automatic","First Owner"
"3535",2018,2475000,2000,"Diesel","Dealer","Automatic","First Owner"
"3536",2015,400000,100000,"Diesel","Individual","Manual","First Owner"
"3537",2013,345000,40000,"Diesel","Individual","Manual","First Owner"
"3538",2018,850000,15000,"Diesel","Individual","Manual","Second Owner"
"3539",2018,620000,15000,"Petrol","Individual","Automatic","First Owner"
"3540",2018,700000,10000,"Petrol","Individual","Manual","Second Owner"
"3541",2012,200000,90000,"Diesel","Individual","Manual","First Owner"
"3542",2017,660000,80000,"Diesel","Individual","Manual","First Owner"
"3543",2015,1700000,39000,"Diesel","Individual","Manual","First Owner"
"3544",2009,90000,60000,"Diesel","Individual","Manual","Second Owner"
"3545",2015,1050000,28000,"Diesel","Individual","Manual","Second Owner"
"3546",2010,160000,90000,"Petrol","Individual","Manual","Second Owner"
"3547",2006,150000,80000,"Petrol","Individual","Manual","Third Owner"
"3548",2010,200000,35000,"Petrol","Individual","Manual","First Owner"
"3549",2011,365000,185000,"Diesel","Individual","Manual","Second Owner"
"3550",2009,140000,110000,"Petrol","Individual","Manual","Second Owner"
"3551",2016,360000,100000,"Diesel","Individual","Manual","First Owner"
"3552",2008,200000,110000,"Petrol","Individual","Manual","Second Owner"
"3553",2010,250000,100000,"Diesel","Individual","Manual","Second Owner"
"3554",2008,229999,110000,"Diesel","Individual","Manual","Second Owner"
"3555",2011,320000,130000,"Diesel","Individual","Manual","Second Owner"
"3556",2003,85000,68300,"Petrol","Individual","Manual","Third Owner"
"3557",2018,1200000,27000,"Petrol","Individual","Manual","First Owner"
"3558",2018,740000,9000,"Petrol","Individual","Automatic","First Owner"
"3559",2013,345000,40000,"Diesel","Individual","Manual","First Owner"
"3560",2019,570000,19000,"Petrol","Individual","Automatic","Second Owner"
"3561",2019,490000,10000,"Petrol","Individual","Manual","First Owner"
"3562",2013,250000,100000,"Diesel","Individual","Manual","First Owner"
"3563",2017,430000,20000,"Petrol","Individual","Automatic","First Owner"
"3564",2014,225000,35000,"Petrol","Individual","Manual","First Owner"
"3565",2018,850000,15000,"Diesel","Individual","Manual","Second Owner"
"3566",2018,620000,15000,"Petrol","Individual","Automatic","First Owner"
"3567",2014,440000,70000,"Diesel","Individual","Manual","Second Owner"
"3568",2016,800000,70000,"Diesel","Individual","Manual","First Owner"
"3569",2018,700000,10000,"Petrol","Individual","Manual","Second Owner"
"3570",2016,600000,47000,"Diesel","Individual","Manual","First Owner"
"3571",2012,200000,90000,"Diesel","Individual","Manual","First Owner"
"3572",2017,660000,80000,"Diesel","Individual","Manual","First Owner"
"3573",2015,1700000,39000,"Diesel","Individual","Manual","First Owner"
"3574",2015,450000,53000,"Diesel","Individual","Manual","First Owner"
"3575",2013,420000,105000,"Diesel","Individual","Manual","Second Owner"
"3576",2011,500000,121941,"Diesel","Dealer","Manual","First Owner"
"3577",2016,350000,15000,"Petrol","Individual","Manual","First Owner"
"3578",2014,280000,100000,"Diesel","Individual","Manual","First Owner"
"3579",2013,425000,152186,"Diesel","Dealer","Manual","Second Owner"
"3580",2013,295000,82246,"Petrol","Dealer","Manual","First Owner"
"3581",2016,540000,20000,"Petrol","Individual","Manual","First Owner"
"3582",2017,754000,40000,"Diesel","Individual","Manual","First Owner"
"3583",2011,650000,89580,"Diesel","Dealer","Manual","Second Owner"
"3584",2011,550000,250000,"Diesel","Individual","Manual","Second Owner"
"3585",2011,550000,250000,"Diesel","Individual","Manual","Second Owner"
"3586",2019,675000,2789,"Petrol","Dealer","Manual","First Owner"
"3587",2018,700000,35278,"Diesel","Dealer","Manual","First Owner"
"3588",2018,795000,2860,"Diesel","Dealer","Manual","First Owner"
"3589",2010,515000,200000,"Diesel","Individual","Manual","First Owner"
"3590",2018,450000,20000,"Petrol","Individual","Manual","First Owner"
"3591",2008,155000,60000,"Petrol","Individual","Manual","Third Owner"
"3592",2011,350000,100000,"Diesel","Individual","Manual","Second Owner"
"3593",2011,250000,78562,"Diesel","Dealer","Manual","First Owner"
"3594",2011,450000,96000,"Diesel","Individual","Manual","Fourth & Above Owner"
"3595",2011,450000,96000,"Diesel","Individual","Manual","Fourth & Above Owner"
"3596",2003,55599,36088,"Petrol","Individual","Manual","First Owner"
"3597",2014,420000,50000,"Diesel","Individual","Manual","First Owner"
"3598",2012,315000,100000,"Diesel","Individual","Manual","First Owner"
"3599",2018,750000,40000,"Diesel","Individual","Manual","First Owner"
"3600",2020,450000,10000,"Petrol","Individual","Manual","First Owner"
"3601",2008,175000,60000,"Diesel","Individual","Manual","Second Owner"
"3602",2019,650000,10000,"Petrol","Individual","Manual","First Owner"
"3603",2018,1050000,10000,"Diesel","Individual","Manual","First Owner"
"3604",2011,375000,35000,"Diesel","Individual","Manual","Second Owner"
"3605",2014,1100000,80000,"Diesel","Individual","Manual","First Owner"
"3606",2019,1550000,28000,"Diesel","Individual","Manual","First Owner"
"3607",2017,620000,35000,"Diesel","Individual","Manual","First Owner"
"3608",2017,1511000,32000,"Diesel","Individual","Manual","First Owner"
"3609",2003,135000,40000,"Petrol","Individual","Manual","First Owner"
"3610",2011,375000,35000,"Diesel","Individual","Manual","Second Owner"
"3611",2019,320000,10000,"Petrol","Individual","Manual","First Owner"
"3612",2019,1650000,25000,"Diesel","Individual","Automatic","Second Owner"
"3613",2016,320000,50000,"Petrol","Individual","Manual","First Owner"
"3614",2012,400000,129000,"Diesel","Individual","Manual","First Owner"
"3615",2015,900000,100000,"Diesel","Individual","Automatic","Second Owner"
"3616",2018,310000,30000,"Petrol","Individual","Manual","First Owner"
"3617",2018,595000,28000,"Petrol","Individual","Manual","Second Owner"
"3618",2017,800000,60000,"Diesel","Individual","Manual","First Owner"
"3619",2013,350000,70000,"Petrol","Individual","Manual","First Owner"
"3620",2013,275000,110000,"Diesel","Individual","Manual","First Owner"
"3621",2019,420000,10000,"Petrol","Individual","Manual","First Owner"
"3622",2008,250000,110000,"Diesel","Individual","Manual","Second Owner"
"3623",2007,250000,100000,"Diesel","Individual","Manual","Second Owner"
"3624",2008,290000,120000,"Diesel","Individual","Manual","Second Owner"
"3625",2016,525000,60000,"Petrol","Individual","Automatic","First Owner"
"3626",2008,250000,110000,"Diesel","Individual","Manual","Third Owner"
"3627",2007,90000,64000,"Petrol","Individual","Manual","First Owner"
"3628",2017,430000,10000,"Petrol","Individual","Manual","First Owner"
"3629",2017,630000,35000,"Petrol","Individual","Manual","First Owner"
"3630",2018,550000,23000,"Petrol","Individual","Manual","First Owner"
"3631",2019,630000,15000,"Diesel","Individual","Manual","Second Owner"
"3632",2018,850000,20000,"Diesel","Individual","Manual","First Owner"
"3633",2011,455000,90000,"Diesel","Individual","Manual","First Owner"
"3634",2011,445000,90000,"Diesel","Individual","Manual","First Owner"
"3635",2013,370000,80000,"Diesel","Individual","Manual","First Owner"
"3636",2016,500000,50000,"Petrol","Individual","Manual","First Owner"
"3637",2005,95000,50000,"Diesel","Individual","Manual","Second Owner"
"3638",2012,140000,185000,"Diesel","Individual","Manual","Second Owner"
"3639",2019,550000,40000,"Petrol","Individual","Manual","First Owner"
"3640",2017,300000,30000,"Petrol","Individual","Manual","First Owner"
"3641",2011,150000,120000,"Diesel","Individual","Manual","First Owner"
"3642",2011,229999,500000,"Petrol","Individual","Manual","Second Owner"
"3643",2017,880000,46000,"Diesel","Individual","Manual","First Owner"
"3644",2011,900000,120000,"Diesel","Individual","Manual","First Owner"
"3645",2015,720000,80000,"Diesel","Individual","Manual","First Owner"
"3646",2016,550000,90000,"Diesel","Individual","Manual","Second Owner"
"3647",2015,720000,90000,"Diesel","Individual","Manual","First Owner"
"3648",2006,70000,80000,"Petrol","Individual","Manual","Second Owner"
"3649",2016,535000,70000,"Diesel","Individual","Manual","First Owner"
"3650",2015,320000,91000,"Diesel","Individual","Manual","Third Owner"
"3651",2015,500000,90000,"Diesel","Individual","Manual","First Owner"
"3652",2014,525000,110000,"Diesel","Individual","Manual","Second Owner"
"3653",2019,220000,90000,"Petrol","Individual","Manual","First Owner"
"3654",2018,350000,50000,"Petrol","Individual","Manual","First Owner"
"3655",2016,530000,60000,"Diesel","Individual","Manual","First Owner"
"3656",2013,215000,35000,"Petrol","Individual","Manual","First Owner"
"3657",2012,335000,100000,"Diesel","Individual","Manual","First Owner"
"3658",2015,320000,90000,"Diesel","Individual","Manual","Second Owner"
"3659",2011,135000,120000,"Diesel","Individual","Manual","Second Owner"
"3660",2009,175000,95000,"Petrol","Individual","Manual","Second Owner"
"3661",2017,800000,35000,"Diesel","Individual","Manual","First Owner"
"3662",2007,78000,38000,"Petrol","Individual","Manual","Second Owner"
"3663",2014,565000,56000,"Petrol","Individual","Manual","Second Owner"
"3664",2017,575000,50000,"Diesel","Individual","Manual","First Owner"
"3665",2014,170000,70000,"Petrol","Individual","Manual","Second Owner"
"3666",2014,250999,30000,"Petrol","Individual","Manual","First Owner"
"3667",2015,950000,188000,"Diesel","Individual","Manual","First Owner"
"3668",2014,650000,60000,"Petrol","Individual","Manual","First Owner"
"3669",2013,550000,133000,"Diesel","Individual","Manual","First Owner"
"3670",2010,650000,160000,"Diesel","Individual","Manual","First Owner"
"3671",2013,800000,150000,"Diesel","Individual","Manual","Second Owner"
"3672",2020,250999,30000,"Petrol","Individual","Manual","First Owner"
"3673",2013,170000,60000,"Petrol","Individual","Manual","Second Owner"
"3674",2013,250000,30000,"Diesel","Individual","Manual","First Owner"
"3675",2014,312000,80000,"Petrol","Individual","Manual","First Owner"
"3676",2014,250000,20000,"Petrol","Individual","Manual","First Owner"
"3677",2013,200000,80000,"Petrol","Individual","Manual","First Owner"
"3678",2016,670000,73000,"Diesel","Individual","Manual","First Owner"
"3679",2017,270000,50000,"Petrol","Individual","Manual","First Owner"
"3680",2012,360000,200000,"Diesel","Individual","Manual","First Owner"
"3681",2018,630000,46000,"Diesel","Individual","Manual","First Owner"
"3682",2003,55599,36088,"Petrol","Individual","Manual","First Owner"
"3683",2018,400000,50000,"Diesel","Individual","Manual","First Owner"
"3684",2014,420000,50000,"Diesel","Individual","Manual","First Owner"
"3685",2018,764000,25000,"Petrol","Individual","Manual","First Owner"
"3686",2019,710000,30000,"Diesel","Individual","Manual","First Owner"
"3687",2018,1575000,30000,"Diesel","Individual","Manual","First Owner"
"3688",2018,1050000,13000,"Diesel","Individual","Manual","First Owner"
"3689",2019,1000000,15000,"Petrol","Individual","Manual","First Owner"
"3690",2017,650000,44000,"Diesel","Dealer","Manual","First Owner"
"3691",2015,600000,63000,"Diesel","Individual","Manual","First Owner"
"3692",2016,509999,110000,"Diesel","Individual","Manual","First Owner"
"3693",2017,610000,14000,"Petrol","Individual","Manual","First Owner"
"3694",2017,310000,35000,"Petrol","Individual","Manual","First Owner"
"3695",2016,720000,35000,"Diesel","Individual","Manual","First Owner"
"3696",2012,158000,110000,"Diesel","Individual","Manual","Second Owner"
"3697",2011,175000,85700,"Diesel","Individual","Manual","Second Owner"
"3698",2010,217000,120000,"Diesel","Individual","Manual","First Owner"
"3699",2013,484999,50000,"Diesel","Individual","Manual","First Owner"
"3700",2012,315000,100000,"Diesel","Individual","Manual","First Owner"
"3701",2016,550000,35000,"Diesel","Individual","Manual","First Owner"
"3702",2012,280000,70000,"Petrol","Individual","Manual","Second Owner"
"3703",2013,350000,90000,"Petrol","Individual","Manual","First Owner"
"3704",2017,1150000,42000,"Diesel","Individual","Manual","Second Owner"
"3705",2016,420000,30000,"Petrol","Individual","Manual","Second Owner"
"3706",2017,810000,80000,"Petrol","Individual","Manual","First Owner"
"3707",2011,290000,90000,"Petrol","Individual","Manual","Third Owner"
"3708",2012,180000,60000,"Petrol","Individual","Manual","First Owner"
"3709",2010,160000,162000,"Petrol","Individual","Manual","First Owner"
"3710",2017,66000,70000,"Petrol","Individual","Manual","Third Owner"
"3711",2015,369000,20000,"Petrol","Individual","Manual","Second Owner"
"3712",2012,300000,80000,"Diesel","Individual","Manual","Second Owner"
"3713",2008,350000,90000,"Diesel","Individual","Manual","First Owner"
"3714",2008,220000,120000,"Petrol","Individual","Automatic","Second Owner"
"3715",2005,160000,220000,"Diesel","Individual","Manual","First Owner"
"3716",2009,221000,100000,"Diesel","Individual","Manual","Second Owner"
"3717",2017,400000,35000,"Petrol","Individual","Manual","First Owner"
"3718",2004,250000,120000,"Petrol","Individual","Manual","Second Owner"
"3719",2011,390000,120000,"Diesel","Individual","Manual","Fourth & Above Owner"
"3720",2012,190000,110000,"Petrol","Individual","Manual","First Owner"
"3721",2017,300000,60000,"Petrol","Individual","Manual","First Owner"
"3722",2017,750000,27000,"Diesel","Individual","Manual","First Owner"
"3723",2016,650000,50000,"Diesel","Individual","Manual","First Owner"
"3724",2018,635000,40000,"Petrol","Individual","Manual","First Owner"
"3725",2013,520000,88000,"Diesel","Individual","Manual","Second Owner"
"3726",2020,1500000,50000,"Diesel","Individual","Manual","First Owner"
"3727",2012,415000,80000,"Diesel","Individual","Manual","Second Owner"
"3728",2019,700000,60000,"Diesel","Individual","Manual","First Owner"
"3729",2017,484999,26000,"Petrol","Individual","Manual","Second Owner"
"3730",2007,120000,80000,"Petrol","Individual","Manual","Second Owner"
"3731",2014,220000,60000,"Petrol","Individual","Manual","Second Owner"
"3732",2014,320000,80000,"Petrol","Individual","Manual","Second Owner"
"3733",2011,375000,90000,"Diesel","Individual","Manual","Second Owner"
"3734",2012,440000,80000,"Diesel","Individual","Manual","Second Owner"
"3735",2019,550000,15000,"Petrol","Individual","Automatic","First Owner"
"3736",2017,640000,35000,"Diesel","Individual","Manual","Second Owner"
"3737",2014,420000,120000,"Diesel","Individual","Manual","First Owner"
"3738",2016,330000,63000,"Diesel","Individual","Manual","Third Owner"
"3739",2019,800000,25000,"Diesel","Individual","Manual","First Owner"
"3740",2011,240000,64500,"Petrol","Individual","Manual","First Owner"
"3741",2016,360000,100000,"Diesel","Individual","Manual","Second Owner"
"3742",2017,750000,40000,"Diesel","Individual","Manual","First Owner"
"3743",2017,570000,15000,"Petrol","Individual","Manual","Second Owner"
"3744",2015,450000,25000,"Diesel","Individual","Manual","First Owner"
"3745",2016,270000,82000,"Petrol","Individual","Manual","Third Owner"
"3746",2012,459999,87000,"Diesel","Individual","Manual","First Owner"
"3747",2015,240000,80000,"Petrol","Individual","Manual","Second Owner"
"3748",2012,320000,110000,"Diesel","Individual","Manual","Third Owner"
"3749",2011,149000,148000,"Diesel","Individual","Manual","Second Owner"
"3750",2018,1500000,40000,"Diesel","Individual","Manual","First Owner"
"3751",2011,180000,70000,"Petrol","Individual","Manual","First Owner"
"3752",2012,185000,70000,"LPG","Individual","Manual","Second Owner"
"3753",2008,65000,40000,"Petrol","Individual","Manual","Second Owner"
"3754",2010,130000,120000,"Diesel","Individual","Manual","First Owner"
"3755",2012,330000,60000,"Diesel","Individual","Manual","First Owner"
"3756",2011,190000,90000,"Diesel","Dealer","Manual","First Owner"
"3757",2014,501000,68000,"Diesel","Dealer","Manual","First Owner"
"3758",2017,600000,24500,"Diesel","Dealer","Manual","First Owner"
"3759",2012,570000,77000,"Diesel","Dealer","Manual","Second Owner"
"3760",2015,450000,85000,"Diesel","Dealer","Manual","First Owner"
"3761",2011,285000,45500,"Petrol","Dealer","Manual","First Owner"
"3762",2014,490000,67000,"Diesel","Dealer","Manual","First Owner"
"3763",2014,500000,77000,"Diesel","Dealer","Manual","First Owner"
"3764",2016,275000,47000,"Petrol","Dealer","Manual","First Owner"
"3765",2017,440000,57000,"Petrol","Dealer","Manual","First Owner"
"3766",2018,825000,71500,"Diesel","Dealer","Manual","First Owner"
"3767",2012,411000,110000,"Diesel","Dealer","Manual","First Owner"
"3768",2013,470000,82000,"Diesel","Dealer","Manual","Second Owner"
"3769",2013,445000,70000,"Diesel","Dealer","Manual","Second Owner"
"3770",2017,752000,28000,"Diesel","Dealer","Manual","First Owner"
"3771",2016,650000,125000,"Diesel","Dealer","Manual","Second Owner"
"3772",2013,450000,67000,"Diesel","Dealer","Manual","Second Owner"
"3773",2011,350000,93500,"Petrol","Dealer","Manual","Third Owner"
"3774",2012,511000,8500,"Petrol","Dealer","Manual","First Owner"
"3775",2016,700000,80000,"Diesel","Dealer","Manual","First Owner"
"3776",2016,1800000,30000,"Diesel","Individual","Automatic","First Owner"
"3777",2018,550000,14200,"Petrol","Individual","Manual","First Owner"
"3778",2007,142000,97000,"Petrol","Individual","Manual","First Owner"
"3779",2012,725000,90000,"Diesel","Individual","Manual","First Owner"
"3780",2017,630000,30000,"Petrol","Individual","Manual","First Owner"
